"Name";"English name";"Other name";"Genres";"Synopsis";"Type";"Episodes";"Aired";"Year";"Status";"Producers";"Licensors";"Studios";"Source";"Duration";"Image URL"
"Da Li Si Rizhi 2nd Season";"White Cat Legend Season 2";"大理寺日志 第2季";"Action, Comedy, Fantasy, Mystery";"Second season of Da Li Si Rizhi.";"ONA";"12";"2022/11/26";"2022.0";"Finished Airing";"Tencent Penguin Pictures, Nice Boat Animation";"UNKNOWN";"UNKNOWN";"Web manga";"27";"https://cdn.myanimelist.net/images/anime/1375/126818.jpg"
"Birdie Wing: Golf Girls' Story";"Birdie Wing: Golf Girls' Story";"BIRDIE WING -Golf Girls' Story-";"Sports";"Infamous among those who gamble on golf games, Eve uses her exceptional skill in the sport to earn a living—by betting and winning against various opponents. Known as the ""Rainbow Bullet,"" she vows to beat her foes and conquer the world of underground golf using only three clubs. However, the universe where Eve knows no defeat is shaken after she plays a clean game with Aoi Amawashi, a golfing prodigy that came to the country of Nafrece to enter a golf tournament. Armed with talent and born into the perfect environment for golf, Aoi the ""Innocent Tyrant"" calmly crushes her enemies with a bright smile on her face.

After their game-changing match, Eve and Aoi become intrigued with each other and promise to battle again someday. As Eve's aggressive and risk-taking approach challenges the elite and steady playstyle of Aoi, the two geniuses may just manage to bring golf to unexpected heights.";"TV";"13";"2022/04/06";"2022.0";"Finished Airing";"TV Tokyo";"UNKNOWN";"Bandai Namco Pictures";"Original";"23";"https://cdn.myanimelist.net/images/anime/1343/120488.jpg"
"Chiikawa";"UNKNOWN";"ちいかわ";"Comedy";"What's a Chiikawa? No one really knows, but everyone can see they're small, they're cute, and they're always having a fun time! Join them as they explore their surreal world with the sharp humor and clever antics that make the Chiikawa irresistible.

(Source: HIDIVE, edited)";"TV";"0";"2022/04/04";"2022.0";"Currently Airing";"UNKNOWN";"Sentai Filmworks";"Doga Kobo";"Web manga";"1";"https://cdn.myanimelist.net/images/anime/1783/121944.jpg"
"Taimanin Shiranui: Inyoku no Dorei Shoufu";"UNKNOWN";"対魔忍不知火〜淫欲の奴隷娼婦〜";"Hentai";"This series tells about Shiranui, the mother of Mizuki Yukikaze, who went on a mission and disappeared, since then nothing has been known about her for five years. Time passed, and her daughter Yukikaze, together with Rinko and her brother, came to the solution of the possible location of Shiranui. In the new episode, we will see how she was captured, raped and sexually trained to become a first-class whore.  

(Source: ZIZ)";"OVA";"1";"2021/11/19";"2021.0";"Finished Airing";"ZIZ Entertainment (ZIZ)";"UNKNOWN";"Teatro Nishi Tokyo Studio";"Visual novel";"21";"https://cdn.myanimelist.net/images/anime/1930/119035.jpg"
"Tesla Note: Mickey to Oliver no Agent Yousei Kouza";"UNKNOWN";"ミッキーとオリバーのエージェント養成講座";"Comedy";"Tesla Note shorts posted online and included in the series' Blu-ray BOX release.";"ONA";"15";"2021/01/16";"2021.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"Gambit";"Manga";"2";"https://cdn.myanimelist.net/images/anime/1774/120810.jpg"
"Spy x Family";"UNKNOWN";"SPY×FAMILY";"Action, Award Winning, Comedy";"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion. 

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.";"TV";"12";"2022/04/09";"2022.0";"Finished Airing";"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha";"UNKNOWN";"Wit Studio, CloverWorks";"Manga";"24";"https://cdn.myanimelist.net/images/anime/1441/122795.jpg"
"Irodorimidori";"UNKNOWN";"イロドリミドリ";"Slice of Life";"Maigahara Senior High School is a prestigious institution renowned for producing many talented musicians over the years. True to the school's reputation, an intriguing rumor is widespread among its students: whosoever provides a spectacular performance at the upcoming festival will receive extra credits. 

Serina Akesaka is an outgoing first-year student on the verge of failing her classes. After recalling the circulating rumor, Serina decides to recruit four students—Nazuna Tennouzu, Aliciana Ogata, Hakobe Naru, and Nagi Kobotoke—to form a band with her. As these five passionate girls start their journey together, the music they will soon produce is bound to touch everyone's hearts and leave an everlasting impact.";"TV";"8";"2022/01/05";"2022.0";"Finished Airing";"Sega, Front Wing";"UNKNOWN";"Akatsuki";"Game";"3";"https://cdn.myanimelist.net/images/anime/1635/120395.jpg"
"Hua Jianghu: Bu Liang Ren V";"UNKNOWN";"画江湖之不良人 V";"Drama, Fantasy, Romance";"Fifth season of Hua Jianghu: Bu Liang Ren.";"ONA";"12";"2022/01/20";"2022.0";"Finished Airing";"Tencent Penguin Pictures";"UNKNOWN";"Rocen";"Original";"27";"https://cdn.myanimelist.net/images/anime/1004/119124.jpg"
"Tomodachi Game";"Tomodachi Game";"トモダチゲーム";"Suspense";"High school student Yuuichi Katagiri cherishes his close circle of friends, composed of four classmates: Yutori Kokorogi, Shiho Sawaragi, Makoto Shibe, and Tenji Mikasa. However, when the funds for the upcoming school trip are stolen, the incident causes Shiho and Makoto—who had been tasked with collecting the money—to distance themselves from the rest of their class.

Soon after, Yuuichi and his friends are deceived into meeting up and knocked unconscious by unknown assailants. After waking, the group find themselves confined in a white room with controversial figure Manabu-kun, who reveals that one of the five has gathered them together to clear their personal debt of twenty million yen. To pay off the amount, they must participate in a variety of psychological games that will test the true nature of their friendship and humanity.

Distressed and isolated from the outside world, Yuuichi and his friends need to cooperate to complete the games. But as their concealed feelings and problematic pasts begin to surface, their seemingly unbreakable bond may soon shatter into irreparable pieces.";"TV";"12";"2022/04/06";"2022.0";"Finished Airing";"Kodansha, Studio Mausu, Nippon Television Network, King Records";"Crunchyroll";"Okuruto Noboru";"Manga";"22";"https://cdn.myanimelist.net/images/anime/1247/121345.jpg"
"Yao Shen Ji 5th Season";"Tales of Demons and Gods Season 5";"妖神记第五季";"Action, Adventure, Fantasy, Romance";"Fifth season of Yao Shen Ji.";"ONA";"104";"2021/10/30";"2021.0";"Finished Airing";"bilibili";"UNKNOWN";"Ruo Hong Culture";"Novel";"10";"https://cdn.myanimelist.net/images/anime/1390/119371.jpg"
"Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo";"Sword Art Online the Movie: Progressive - Scherzo of Deep Night";"劇場版 ソードアート・オンライン -プログレッシブ- 冥き夕闇のスケルツォ";"Action, Adventure, Fantasy, Romance";"After vanquishing another boss and stepping through the gates of the fifth floor, the misfit duo Kazuto ""Kirito"" Kirigaya and Asuna Yuuki are greeted with a beautiful landscape of crumbling ruins and catacombs steeped in mystery. This idyllic adventure is short-lived, however. Tensions between the Dragon’s Knights Brigade and the Aincrad Liberation Squad—the two leading guilds focused on clearing Sword Art Online—continue to rise and threaten the fragile stability of the frontline raiding group. 

Kirito and Asuna are forced to act quickly, making a desperate gamble and gathering a small number of allies for a dangerous mission. As a result, Asuna and Misumi ""Mito"" Tozawa must come to terms with their relationship after the near-tragedy that forced them apart on the first floor.";"Movie";"1";"2022/10/22";"2022.0";"Finished Airing";"Aniplex";"Aniplex of America";"A-1 Pictures";"Light novel";"100";"https://cdn.myanimelist.net/images/anime/1656/126446.jpg"
"Jing: Shuang Cheng 2nd Season";"The Mirror: Twin Cities";"镜·双城 第二季";"Action, Adventure, Fantasy";"No description available for this anime.";"ONA";"18";"2021/11/15";"2021.0";"Finished Airing";"Foch Films";"UNKNOWN";"UNKNOWN";"Novel";"18";"https://cdn.myanimelist.net/images/anime/1586/119148.jpg"
"Delicious Party♡Precure";"Delicious Party Pretty Cure";"デリシャスパーティ♡プリキュア";"Action, Fantasy";"The mysterious, delicious world of CooKingdom, which rules over all the cuisine in this world. CooKingdom has closely guarded the Recipe-Bon, in which it's written how to prepare any dish. But, oh no! One day, it gets stolen by the Bundoru Gang! The Bundoru Gang plans to monopolize everything for themselves, and their next target is the Cuisine Fairy Recipeppi... The Energy Fairies have come to Oishi-Na Town in the human world in search of the Recipe-Bon. With their help, an unexpected turn of events leads to three ordinary girls transforming into Pretty Cures! They stand up to the Bundoru Gang, to recover the Recipe-Bon, and to protect everyone's delicious smiles! 

(Source: Toei Animation USA)";"TV";"45";"2022/02/06";"2022.0";"Finished Airing";"TV Asahi, Asatsu DK, Asahi Broadcasting, ABC Animation, ADK Emotions";"UNKNOWN";"Toei Animation";"Original";"24";"https://cdn.myanimelist.net/images/anime/1332/120430.jpg"
"Mazica Party Movie";"UNKNOWN";"劇場版 総集編 マジカパーティ";"Fantasy";"Compilation movie for the TV series Mazica Party.";"Movie";"1";"2021/12/03";"2021.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"UNKNOWN";"Original";"0";"https://cdn.myanimelist.net/images/anime/1509/119151.jpg"
"Technoroid: Overmind";"UNKNOWN";"テクノロイド OVERMIND";"Mystery, Sci-Fi";"Due to rising sea levels and a rapidly declining human population, androids have been engineered to perform most menial tasks, allowing humans to focus on other things. Aside from providing manual labor and customer service, androids also entertain humans through Babel—a tower where participants captivate audiences with song and dance to clear Climb Stages. The higher the climb, the more prize money is awarded.

Androids Cobalt, Chrom, Neon, and Kei are down on their luck and about to have their electricity cut off from unpaid bills. Desperate to make a quick buck, the group decide to become Babel climbers. However, winning the audience's favor is a great challenge. Dejected but unwilling to give up, Cobalt resolves to somehow improve their chances after watching an impressive performance by STAND-ALONE—the top climber unit.

When the group stumbles across a mysterious choreographer willing to give away his routine, Cobalt sees this as their only way up. With the help of their human companion, Esora Shibaura, the androids form the unit KNoCC to tackle the daunting climb to the top of Babel, but they must also overcome android-based discrimination along the way.";"TV";"12";"2023/01/05";"2023.0";"Finished Airing";"TV Tokyo, Sotsu, Avex Pictures, CyberAgent, LOGIC&MAGIC, CMI";"UNKNOWN";"Doga Kobo";"Mixed media";"24";"https://cdn.myanimelist.net/images/anime/1208/132388.jpg"
"On Air Dekinai!";"UNKNOWN";"オンエアできない!";"Comedy";"Set in 2014, the anime follows the adventures of 23 years old Mafuneko, a newly minted assistant director who joins the TV production department at Tokyo Hajikko Television, only to discover that the glamorous and glitzy life of working behind-the-scenes making TV shows involves strange and inexplicable tasks such as ""gathering 300 acorns"" and ""making a mosaic out of the images reflected in the camera lens."" Despite being surrounded by chaos, set-backs, and weirdos, Mafuneko struggles to become a fully-fledged TV producer.

(Source: Crunchyroll, edited)";"TV";"12";"2022/01/10";"2022.0";"Finished Airing";"Pierrot, TV Tokyo, WarRock";"UNKNOWN";"Space Neko Company, Jinnan Studio";"Manga";"3";"https://cdn.myanimelist.net/images/anime/1021/119155.jpg"
"Kyuuketsuki Sugu Shinu 2";"The Vampire Dies in No Time Season 2";"吸血鬼すぐ死ぬ2";"Comedy, Supernatural";"Second season of Kyuuketsuki Sugu Shinu.";"TV";"12";"2023/01/09";"2023.0";"Finished Airing";"Frontier Works, Marvelous, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, Akita Shoten, BS11, Kadokawa Media House";"UNKNOWN";"Madhouse";"Manga";"23";"https://cdn.myanimelist.net/images/anime/1254/131832.jpg"
"Cinderella";"Cinderella";"シンデレラ";"UNKNOWN";"Through their mutual longing to escape the monotony of everyday life, two young women write a new tale to bring their vivid fantasies into reality.";"Music";"1";"2021/11/01";"2021.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"monofilmo";"Original";"3";"https://cdn.myanimelist.net/images/anime/1812/119161.jpg"
"Rhythmens";"UNKNOWN";"Rhythmens (리드멘스)";"Slice of Life";"No description available for this anime.";"ONA";"5";"2021/05/28";"2021.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"VCRWORKS";"Original";"1";"https://cdn.myanimelist.net/images/anime/1841/119167.jpg"
"Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season";"UNKNOWN";"腐男子召喚〜異世界で神獣にハメられました〜 2nd";"Boys Love, Fantasy";"Second season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.";"ONA";"3";"2021/11/03";"2021.0";"Finished Airing";"UNKNOWN";"UNKNOWN";"AQUA ARIS";"Web manga";"2";"https://cdn.myanimelist.net/images/anime/1519/119168.jpg"
